description,genres,img,last_chapter,link,origin,published_date,state,title,type
"-RESERVER PAR LA KISAKI NO YAOKE
Afin de recevoir l'amour de son père, Keira s'est efforcée de vivre la vie d'une fille parfaite et soumise.
Cependant, un jour, Cosette apparaît en prétendant être sa vraie fille et Kiera est exécutée en pensant qu'elle est une fausse.

Dans les derniers moments de sa vie, Cosette chuchote à Kiera : ""En vérité, tu étais la vraie"".
Kiera, se souvenant de ces mots, retourne dans le passé.

Bien que la vengeance soit importante, qu'importe de savoir qui est faux et qui est réel ?
Maintenant qu'on m'a redonné une vie, je vais la vivre librement pour moi-même !
Un âge de romance à venir d'une mignonne protagoniste féminine qui ne s'est jamais fait d'amis.
Afin de recevoir l'amour de son père, Keira s'est efforcée de vivre la vie d'une fille parfaite et soumise.
Cependant, un jour, Cosette apparaît en prétendant être sa vraie fille et Kiera est exécutée en pensant qu'elle est une fausse.

Dans les derniers moments de sa vie, Cosette chuchote à Kiera : ""En vérité, tu étais la vraie"".
Kiera, se souvenant de ces mots, retourne dans le passé.

Bien que la vengeance soit importante, qu'importe de savoir qui est faux et qui est réel ?
Maintenant qu'on m'a redonné une vie, je vais la vivre librement pour moi-même !
Un âge de romance à venir d'une mignonne protagoniste féminine qui ne s'est jamais fait amis.","Fantastique, Webtoon, Time Travel",/imgs/mangas/actually-i-was-the-real-one.jpg,https://www.japscan.me/manga/actually-i-was-the-real-one/,https://www.japscan.me/manga/actually-i-was-the-real-one/,Corée Du Sud,2020,En Cours,"Manhwa Actually, I Was The Real One",Shōjo
"Une jeune fille aux conditions de vie difficiles prend une décision qui va changer sa vie pour le pire. Dans ce monde corrompu, je vivrai avec le péché originel de la pureté.",Seinen,/imgs/mangas/adabana.jpg,https://www.japscan.me/manga/adabana/,https://www.japscan.me/manga/adabana/,Japon,,,Manga Adabana,2020
"Guerre mondiale, pollution atmosphérique extrême, extinctions de masse… À ces calamités qui s’abattent sur la Terre s’ajoutent désormais les “Psychés”, de gigantesques créatures volantes d’origine inconnue, qui attaquent l’humanité tout entière depuis l’espace. Face à elles, un seul espoir : Adam, robot humanoïde doté d’une âme...",Shōnen,/imgs/mangas/adam-l-ultime-robot.jpg,https://www.japscan.me/manga/adam-l-ultime-robot/,https://www.japscan.me/manga/adam-l-ultime-robot/,Japon,,,Manga Adam - L'Ultime Robot,2016
"Le deuxième étage de la gymnastique, c'était là où nous nous rencontrions toujours. C'était sur le temps des cours, mais bien sûr aucune classe ne passait par ici.
C'était là où Hôgetsu Shimamura et moi sommes devenues amies. Là où nous parlons d'émissions de télévision. C'était là où nous avons fait grandir notre amitié.
Hier soir j'ai rêvé que j'embrassai Hôgetsu. Je ne suis pas comme ça et je suis sûre qu'elle non plus. Je veux juste que lorsqu'elle entend le mot ""amie"", elle pense à moi.",Yuri,/imgs/mangas/adachi-to-shimamura.jpg,https://www.japscan.me/manga/adachi-to-shimamura/,https://www.japscan.me/manga/adachi-to-shimamura/,Japon,,,Manga Adachi To Shimamura,2012
"Quand deux êtres imperceptibles décident de s'en prendre à une bande de yakuza, l'un d'eux, surnommé ""Smell"" à cause de sa capacité olfactive hors du commun, ne pourra pas, cette fois-ci, utiliser la violence comme seule solution...",Seinen,/imgs/mangas/adam-et-eve.jpg,https://www.japscan.me/manga/adam-et-eve/,https://www.japscan.me/manga/adam-et-eve/,Japon,,,Manga Adam Et Ève,2015
"Pour créer une alliance entre son pays et un autre, Alexid Deke Adars se voit obliger de se marier à Justinia, sixième princesse du royaume de Castoria. Mais une chose le tracasse : la jeune princesse n'a en réalité que 10 ans ! Vont-ils réussir à s'entendre ?",Shōjo,/imgs/mangas/adarshan-no-hanayome.jpg,https://www.japscan.me/manga/adarshan-no-hanayome/,https://www.japscan.me/manga/adarshan-no-hanayome/,Japon,,,Manga Adarshan No Hanayome,2006
"Shirô, un fabricant de parapluie lascif et sensuel, ancien maître d’arme de l’ombre, détestant par-dessus tout porter des sous- vêtements, rencontre Kôjirô, un lieutenant de police au sang chaud et amoureux de justice, dans un univers fantastique où l’extraordinaire surpasse bien souvent la raison. Ils se retrouvent tous les
deux confrontés à une série d’incidents rocambolesques et paranormaux dans les bas-quartiers de leur ville...",Shōjo,/imgs/mangas/adekan.jpg,https://www.japscan.me/manga/adekan/,https://www.japscan.me/manga/adekan/,Japon,,,Manga Adekan,2008
Ulises est un brillant mais inflexible soldat. Rejeté par ses supérieurs et rétrogradé à un poste dans une zone rurale il rencontre sa nouvelle épouse : Lea. La punition qui aurais dut être une chose terrible ce transforme en une bénédiction où Lea et sa famille inculque l’amour d’un foyer à Ulises. La vie quotidienne apaisante d’un militaire et de sa jeune épouse maladroite.,Seinen,/imgs/mangas/a-demotion-isn-t-that-bad.jpg,https://www.japscan.me/manga/a-demotion-isn-t-that-bad/,https://www.japscan.me/manga/a-demotion-isn-t-that-bad/,Japon,,,Manga A Demotion Isn’t That Bad,2015
"Sicile, 241 avant J.-C. Après deux décennies de conflit avec Rome, l’armée carthaginoise menée par Hamilcar Barca doit déposer les armes. Son fils, Hannibal, a six ans quand il assiste à cette bataille. Mise en déroute, Carthage doit un tribut astronomique au vainqueur, et l’enfant est témoin, impuissant, de l’humiliation des siens. Mais le jeune Hannibal refuse l’échec : élevé dans la haine de Rome, il va vouer son existence entière à la destruction de l’ennemi. Commence alors l’affrontement exceptionnel d’un des plus grands tacticiens de tous les temps et de son alter ego romain, le génie militaire Scipion l’Africain. Traversée des Alpes à dos d’éléphant, pillages impitoyables et combats parmi les plus sanglants de mémoire d’homme : un duel à mort qui a marqué l’Histoire…",Seinen,/imgs/mangas/ad-astra.jpg,https://www.japscan.me/manga/ad-astra/,https://www.japscan.me/manga/ad-astra/,Japon,,,Manga Ad Astra,2011
"One shot de Tatsuki Fujimoto (Chainsaw Man, Look Back).",Shōnen,/imgs/mangas/adieu-eri.jpg,https://www.japscan.me/manga/adieu-eri/,https://www.japscan.me/manga/adieu-eri/,Japon,,,"Manga Adieu, Eri",2022
"Recueil de one-shots de Chise Fujinaka.

    1. Adeyaka Prince
    2. Amai Akumu no Memai
    3. Omocha no Kuni ni Tsurete tte
    4. Koi Majinai
    5. Ai Koso Subete
    6. Adeyaka Prince Bangaihen - Adeyaka Parfume",Shōjo,/imgs/mangas/adeyaka-prince.jpg,https://www.japscan.me/manga/adeyaka-prince/,https://www.japscan.me/manga/adeyaka-prince/,Japon,,,Manga Adeyaka Prince,2011
"Yan Qi rencontre un moine au cheveux blanc qui a voyagé dans le temps lors d'un voyage dans la montagne. Le croyant à moitié mort, elle le recueille chez elle. Avec l'arrivée de ce moine, la vie devient pour elle de plus en plus mouvementée.",Shōjo,/imgs/mangas/a-dimwitted-monk-fell-from-heaven.jpg,https://www.japscan.me/manga/a-dimwitted-monk-fell-from-heaven/,https://www.japscan.me/manga/a-dimwitted-monk-fell-from-heaven/,Chine,,,Manhua A Dimwitted Monk Fell From Heaven,2016
"Lydia Plang a été appelée un monstre à cause de ses écailles.
Elle a été traitée comme une sous-humaine et a été forcée de se marier par ordre de l'empereur.
Son fiancé est un marin tropical sauvage et féroce.
C'est un amiral de Chilia, dont on dit qu'il est atroce.

Mais il la rencontre pour la première fois et se montre étonnamment gentil avec elle... … ?

""Le mari a juste tenu la main de sa femme et cela l'a fait crier.""

Lydia apprend peu à peu le secret de Chilia dans l'amour intense de l'amiral.

Dragons, krakens, serpents de mer, nymphes et sirènes
, amour fatidique après le pré-mariage dans la belle mer !
Un fantasme de romance marine unique qui n'a jamais été vu auparavant par un artiste calligraphe.

***

""Je connais une plante qui aide à l'endurance de mon mari.""

Puis Alexandre se pencha et lui chuchota à l'oreille.

""Si vous n'avez pas aimé hier soir, je vais le trouver et l'essayer.""
""…Oh non!""

La nuit dernière!
Des choses trop secrètes pour être racontées à qui que ce soit venaient à l'esprit, et Lydia rougit.",Josei,/imgs/mangas/admiral-s-monster-wife.jpg,https://www.japscan.me/manga/admiral-s-monster-wife/,https://www.japscan.me/manga/admiral-s-monster-wife/,Corée Du Sud,,,Manhwa Admiral's Monster Wife,2021
"Lorsque Sunwoo Heeyong débarque à Séoul, il se trouve vite confronté à des problèmes d’argent. Mais voilà qu’il découvre une annonce pour un logement à prix bradé. Il est accueilli dans la somptueuse demeure par un groupe de jeunes femmes, toutes aussi séduisantes les unes que les autres. Le naïf campagnard ignore qu’elles s’intéressent surtout à son sang...
Quel sort lui réservent-elles ?","Fantastique, Horreur, Comédie, Magie, Aventure, Romance, Gender Bender, Vampires",/imgs/mangas/adrenalin.jpg,https://www.japscan.me/manga/adrenalin/,https://www.japscan.me/manga/adrenalin/,Corée Du Sud,2004,Terminé,Manhwa Adrenalin,"Shōnen, Shōjo"
Ha Na est une professeure dans un lycée qui a un secret. Le jour de son premier baiser elle sera maudite et se changera en chien tous les soirs à minuit et le seul moyen de briser la malédiction est d'embrasser la même personne en tant que chien. Mais comment faire quand on embrasse la mauvaise personne et qu'en plus cette personne a peur des chiens ?,"Fantastique, Drame, Surnaturel, Comédie, Romance, Amour, Webtoon, Malédiction, Fantasy",/imgs/mangas/adorablement-chien.jpg,https://www.japscan.me/manga/adorablement-chien/,https://www.japscan.me/manga/adorablement-chien/,Corée Du Sud,,,Manhwa Adorablement Chien,2017
Matsuho est lycéenne. Non désirée par ses parents elle et la cause de leur divorce et n'a jamais connu la chaleur d'un foyer uni. Les séquelles sont lourdes et Matsuho devient très introvertie. Un jour elle fait la connaissance d'un étrange petit garçon qui lui annonce qu'elle est désormais détentrice d'un pouvoir surnaturel : faire souffrir par la simple pensée les gens qu'elle méprise ou déteste! Le petit garçon lui assure qu'il s'agit d'un cadeau de Dieu et qu'elle doit s'en servir pour éradiquer la haine dans le monde. Pourtant c'est la peur qui s'empare de la jeune fille...,Harao Yumiko,/imgs/mangas/advent.jpg,https://www.japscan.me/manga/advent/,https://www.japscan.me/manga/advent/,Japon,2003,Terminé,Manga Advent,Seinen
"Lee Harin est un élève modèle dans son école qui a un visage, une éducation et une personnalité parfaits. Mais un jour, il a rêvé de changer sa vie fastidieuse.
Le lendemain, un étrange étudiant en transfert vient s'asseoir à côté de lui. Mais il dit soudain qu'il va tuer Harin ce jour-là.
Harin, qui est troublée par l'étudiant transféré qui le poursuit en menaçant de le tuer, demande pardon. Mais l'étudiant s'énerve en disant qu'il a besoin de se venger.
Harin peut-il surmonter cette crise ? !",Shōnen,/imgs/mangas/advent-life-revision.jpg,https://www.japscan.me/manga/advent-life-revision/,https://www.japscan.me/manga/advent-life-revision/,Corée Du Sud,,,Manhwa Advent Life Revision,2020
"Recueil de plusieurs one shots dans l'ordre : - 01 - Beyond the Door, - 02 - Lost, - 03 - Hero, - 04 - Sky-Blue Arch, - 05 - Transmission, - 06 - The stairs of time, - 07 - Sketchbook. Ce recueil a été publié entre 1998 et 2006 et met en scènes des hommes confrontés à leur passé le tout sous forme de comédie.",Seinen,/imgs/mangas/adventure-boys.jpg,https://www.japscan.me/manga/adventure-boys/,https://www.japscan.me/manga/adventure-boys/,Japon,,,Manga Adventure Boys,2006
"Si tu deviens mon épouse, j'exaucerais tous tes voeux..."" Cette phrase a été dite à Saeju, mais ce qui est fou, c'est qu'elle vient d'un chat (qui pourrait être une sorte de prince). Mais elle est désespérée et accepte afin de récupérer son honneur. Mais qu'est-ce qui arrive quand on invite quelqu'un de... surnaturel... dans sa vie ? Saeju est sur le point de le savoir surtout que ce chat étrange se transforme en ""frère"" encore plus bizarre, alors qu'elle ne l'a pas demandé !",Shōjo,/imgs/mangas/adventure-and-trouble-diary.jpg,https://www.japscan.me/manga/adventure-and-trouble-diary/,https://www.japscan.me/manga/adventure-and-trouble-diary/,Corée Du Sud,,,Manhwa Adventure And Trouble Diary,2005
"Humilité ! Intégrité ! Compassion ! Bravoure ! Justice ! Sacrifice ! Honneur ! Confiance ! C'est une liche, cependant, il est chevalier ! C'est une liche, mais il garde sa foi dans la lumière ! Sans peur face aux ennemies ! Loyal et droit, il combat la mort ! Pourquoi vous demanderez vous ? Parce que protégé les faibles n'est pas contre les lois de ce monde ! C'est l'histoire d'un chat à la mauvaise langue et d'une liche qui a dédit son corps et son âme à la lumière !",+14 ans,/imgs/mangas/adventures-of-an-undead-who-became-paladin.jpg,https://www.japscan.me/manga/adventures-of-an-undead-who-became-paladin/,https://www.japscan.me/manga/adventures-of-an-undead-who-became-paladin/,Chine,2021,En Cours,Manhua Adventures Of An Undead Who Became Paladin,"Fantastique, Ecchi, Action, Comédie, Aventure, Amitié, Combats, Guerre, Parodie, Webtoon"
,Lu Ming Manhwa,/imgs/mangas/a-dyad-of-revenge.jpg,https://www.japscan.me/manga/a-dyad-of-revenge/,https://www.japscan.me/manga/a-dyad-of-revenge/,Japon,,,Manga A Dyad Of Revenge,"Mystère, Action, Romance, Réincarnation"
"Dans cette tranche de vie (éternelle), vous rencontrerez Dieu, visiterez le ciel et apprendrez que ce qui se passe derrière les portes perlées n'est pas exactement comme le décrit le bon livre. Pour commencer, il s’agit d’un environnement de travail assez malsain - ce qui est dû au anormal ego fragile de Dieu et au problème de forte consommation d’alcool. La bonne nouvelle est que, même si le paradis est beaucoup moins sacré que prévu, il est également beaucoup plus hilarant",Corey,/imgs/mangas/adventure-of-god.jpg,https://www.japscan.me/manga/adventure-of-god/,https://www.japscan.me/manga/adventure-of-god/,Corée Du Sud,2018,En Cours,Manhwa Adventure Of God,"Comédie, Webtoon"
"Val est un lycéen au quotidien normal, mais sa vie a complètement basculé une fois qu'il a compris qui il était réellement...","Fantastique, Webtoon",/imgs/mangas/aegis-orta.jpg,https://www.japscan.me/manga/aegis-orta/,https://www.japscan.me/manga/aegis-orta/,Japon,2016,En Cours,Manga Aegis Orta,Shōnen
"Après de nombreux échecs, Aeri trouve enfin un stage dans l'impitoyable ""Pays des merveilles""... Que le meilleur l'emporte !","Fantastique, Drame, Jeu, Webtoon, Travail, Webcomic",/imgs/mangas/aeri-au-pays-des-merveilles.jpg,https://www.japscan.me/manga/aeri-au-pays-des-merveilles/,https://www.japscan.me/manga/aeri-au-pays-des-merveilles/,Corée Du Sud,,,Manhwa Aeri Au Pays Des Merveilles,2020
"Il était une fois une princesse qui tomba sous une malédiction. D'innombrables chevaliers vinrent en vain tenter de sauver la pauvre princesse. Ils échouèrent tous, tués par un démon. Quand un chevalier parvint enfin à le vaincre débute alors une aventure qui n'aurait jamais pu être prédite...",Seinen,/imgs/mangas/a-fairytale-for-the-demon-lord.jpg,https://www.japscan.me/manga/a-fairytale-for-the-demon-lord/,https://www.japscan.me/manga/a-fairytale-for-the-demon-lord/,Corée Du Sud,,,Manhwa A Fairytale For The Demon Lord,2011
À venir...,Shōjo,/imgs/mangas/a-falling-cohabitation.jpg,https://www.japscan.me/manga/a-falling-cohabitation/,https://www.japscan.me/manga/a-falling-cohabitation/,Corée Du Sud,,,Manhwa A Falling Cohabitation,2017
À venir...,"Fantastique, Drame, Action, Militaire, Comédie, Magie, Romance, Isekai, Réincarnation, Webtoon, Fantasy",/imgs/mangas/a-false-confession.jpg,https://www.japscan.me/manga/a-false-confession/,https://www.japscan.me/manga/a-false-confession/,Corée Du Sud,,,Manhwa A False Confession,Shōjo
"Dans un Japon féodal futuriste, le jeune Afro est un samouraï aussi redoutable qu’atypique ! Il est en e et grand, frisé et d’origine africaine ! Détenteur du second bandeau, il veut devenir le samouraï le plus puissant et doit pour cela tuer le possesseur du premier bandeau. Il part donc à la recherche de Justice, un puissant adversaire qui est aussi l’assassin de son père. Dans cette quête de vengeance, la solitude et la sou rance seront ses seules compagnes.",Seinen,/imgs/mangas/afro-samurai.jpg,https://www.japscan.me/manga/afro-samurai/,https://www.japscan.me/manga/afro-samurai/,Japon,,,Manga Afro Samurai,2008
"« Tu as dit que tu m’aimais. » Diha, l’assistante de bibliothèque de la ville et son ami d’enfance et gardien de l’esprit de loup, Rujin. Le soir du festival, les deux ont franchi la ligne de leur amitié et commis des actes secrets. Diha avait honte et était gênée de s’engager dans une relation avec Rujin qui vivait sous le même toit qu’elle. Mais finalement, ils se convoitaient et ont laissé leur instinct diriger. Ils n’ont jamais connu les sentiments d’amour, mais ensemble, ils vont le chercher.",Josei,/imgs/mangas/a-fool-and-a-girl.jpg,https://www.japscan.me/manga/a-fool-and-a-girl/,https://www.japscan.me/manga/a-fool-and-a-girl/,Corée Du Sud,,,Manhwa A Fool And A Girl,2019
"À douze ans, Natsume, jeune fille populaire et un brin superficielle, quitte Tokyo - contrainte et forcée - ainsi que son travail de jeune mannequin pour suivre ses parents à la campagne. D'abord déprimée, elle finit par faire la connaissance de Kôichiro, un garçon envoûtant qu'entoure une aura de mystères. A son contact, elle commence à prendre conscience de sa propre singularité. Mais tandis que Natsume est subjuguée par son camarade, celui-ci l'ignore superbement devant les autres. Bien décidée à ne pas rester dans l'ombre, elle fera tout pour reconquérir la position de leader qu'elle avait autrefois. Débute alors une étrange parade, mêlant séduction et domination, entre ces deux êtres à fleur de peau...",Shōjo,/imgs/mangas/a-fleur-de-peau.jpg,https://www.japscan.me/manga/a-fleur-de-peau/,https://www.japscan.me/manga/a-fleur-de-peau/,Japon,,,Manga A Fleur De Peau,2005
"C’est une fille, dans le crépuscule, et ben elle se bat contre des gens bizarres.","Fantastique, School Life, Surnaturel, Démons, Action, Magie, Aventure, Fantasy",/imgs/mangas/after-demon.jpg,https://www.japscan.me/manga/after-demon/,https://www.japscan.me/manga/after-demon/,Chine,,,Manhua After Demon,Shounen
"Kang Shichan est un lycéen renfermé, qui se retrouve malgré lui en plein milieu d'une bataille entre démons. Gravement blessé et au seuil de la mort, le démon Inferno se voit obligé de fusionner avec le garçon pour survivre. Ensemble, ils remportent la victoire et réalisent très vite que leur fusion est quasi définitive. Leur seule chance de se retrouver un jour séparés serait de faire fermer les 1000 enfers Invento et de trouver le véritable sort de Résurrection. Kang Schichan sera-t-il à la hauteur ? Pourra-t-il allier devoirs de classe et combats avec des démons ?",Seinen,/imgs/mangas/aflame-inferno.jpg,https://www.japscan.me/manga/aflame-inferno/,https://www.japscan.me/manga/aflame-inferno/,Japon,,,Manga Aflame Inferno,2006
"Depuis que le Japon a été envahi par les Dieux, des zones interdites ont été définies autour de ce qui était auparavant des zones résidentielles. Mais malgré les interdictions, certains persistent à vouloir rencontrer les Dieux et tous finissent par disparaître sans laisser de trace. Kamikura Waka cherche à retrouver son amie qui serait rentrée dans l'une de ces zones. Mais elle est interpellée par Tokinaga Sachiyuki, un membre du centre de recherche anti-dieux, qui l'en empêche. Il découvre alors que les yeux de Waka renferment un terrible mystère, aussi terrifiant que les Dieux eux-mêmes.","Drame, Surnaturel, Action",/imgs/mangas/after-god.jpg,https://www.japscan.me/manga/after-god/,https://www.japscan.me/manga/after-god/,Japon,2021,En Cours,Manga After God,Shounen
"She has a crush on her. So, she makes the first step and leaves her with a cute kiss. Except, they're both clueless about each other's intentions! GL with LGBTQ+ side characters as well! Ch 14 + 15 are NSFW (read at your own discretion) (also the reason for smut tag). Everything else is sfw. Author's Weibo",Yuri,/imgs/mangas/after-school-adventure.jpg,https://www.japscan.me/manga/after-school-adventure/,https://www.japscan.me/manga/after-school-adventure/,Chine,,,Manhua After School Adventure,2020
"À l’académie St Kleio, le droit d’entrée est très exclusif. La prestigieuse institution n’accueille que des clones de personnages historiques célèbres : Beethoven, Elizabeth Ire, Freud, Napoléon ou Hitler. Sommés d’exceller dans les disciplines où ont brillé leurs modèles, ils ignorent tout de la raison de leur existence. Parmi eux, une seule anomalie, le jeune Shiro Kamiya, adolescent tout ce qu’il y a de plus ordinaire. Alors que le lycéen tente à grand-peine de s’intégrer au milieu de ses illustres camarades, John Kennedy, premier clone sorti de l’académie, est assassiné. Un clone est-il condamné à revivre le destin de son modèle ? Quels moyens a-t-il d’échapper à son sort ?",Seinen,/imgs/mangas/afterschool-charisma.jpg,https://www.japscan.me/manga/afterschool-charisma/,https://www.japscan.me/manga/afterschool-charisma/,Japon,,,Manga Afterschool Charisma,2008
"D'après le roman de Wadame (CYBIRD) : Mari vient d'être acceptée dans le célèbre lycée Wistalia, un établissement qui réunit tous les fils des mania de l'industrie ou de célébrités. Mais dès son arrivée, tout ne se passe pas comme prévu. Affublée du titre de Princess, elle doit désigner celui qui obtiendra le rang de King et régnera sur le lycée. Une lourde tâche que Mari ne se sent pas en droit d'accepter. La jeune fille prend la fuite et c'est là que les ennuis commencent...","School Life, Romance",/imgs/mangas/afterschool-cinderella.jpg,https://www.japscan.me/manga/afterschool-cinderella/,https://www.japscan.me/manga/afterschool-cinderella/,Japon,,,Manga Afterschool Cinderella,2015
"Les démons de l'au-delà ont envahi le monde.Des dizaines de milliers de héros ont été élus pour entrer dans le royaume secret et livrer une bataille sanglante contre les bêtes démoniaques... en direct dans le monde entier. Chu Mo : Tu es fou ? Tous les autres héros sont des cultivateurs. Tu veux que moi, un mec normal, j'aille combattre des bêtes démoniaques ? Est-ce que ça a un sens ? Le système d'inscription démarre : Le 1er jour de mon inscription, j'ai reçu le pouvoir d'une bête démoniaque millénaire. Le 2ème jour, j'ai acquis l'expérience légendaire d'un Dieu Martial... Et le 30ème jour, je peux anéantir des étoiles d'un seul coup de poing !",Shōnen,/imgs/mangas/after-signing-in-for-30-days-i-can-annihilate-stars.jpg,https://www.japscan.me/manga/after-signing-in-for-30-days-i-can-annihilate-stars/,https://www.japscan.me/manga/after-signing-in-for-30-days-i-can-annihilate-stars/,Chine,,,"Manhua After Signing In For 30 Days, I Can Annihilate Stars",2021
"So Young est dévastée lorsque son artiste préférée se met à faire des dramas à la place de la musique mais lors d'une représentation théâtrale de ""Macbeth"" elle trouve une nouvelle artiste à soutenir, la jeune et charismatique Jae Yi. Après de multiples rencontres So Young passe de simple fan à amie. Mais quand Jae Yi doit travailler avec une autre actrice avec qui elle a un passé trouble, les sentiments d'amitié se transforment en autre chose.",Yuri,/imgs/mangas/after-the-curtain-call.jpg,https://www.japscan.me/manga/after-the-curtain-call/,https://www.japscan.me/manga/after-the-curtain-call/,Corée Du Sud,,,Manhwa After The Curtain Call,2020
"Que feriez-vous si vous vous réveilleriez dans un nouveau monde sans aucun souvenir ? Mieux encore, que votre corps se retrouve séparé en deux parties, en homme et en femme ? Voilà l'histoire de notre protagoniste, Tyre. Alors que la chance semble ne pas être de son côté, il va voyager à la recherche des ""Trois outils sacrés d'Avalon"" afin d'essayer de retrouver sa mémoire.",Seinen,/imgs/mangas/after-transformation-mine-and-her-wild-fantasy.jpg,https://www.japscan.me/manga/after-transformation-mine-and-her-wild-fantasy/,https://www.japscan.me/manga/after-transformation-mine-and-her-wild-fantasy/,Chine,,,"Manhua After Transformation, Mine And Her Wild Fantasy",2018
"Kinichirô Imamura, est un lycéen en terminale. L'année va bientôt se terminer. Vu son caractère et son allure, il n'a pas pu se faire des amis en ses 3 ans passé au lycée. Kinichirô commence à se demander comment aurait été sa vie de lycéen si il avait fait des choix différent. En particulier quand Usami (la présidente) lui avait demandé de rejoindre le club des supporters. Comme le club a été dissout, Kinichirôse dit qu'il devrait aller jeter un œil au local, avant de partir. C'est alors qu'il rencontre une de ses camardes de classe, Akatsuki, qui attendait son petit copain. Celle-ci se mis à courir en voyant Kinichir. Celui-ci veux la rattraper, c'est alors qu'Akatsuki tombe dans les escaliers. Kinichirô veut la rattraper mais il tombe aussi. En se réveillant, il se retrouve 3 ans auparavant, lors de son 1er jour au lycée. Pensant que c'est un rêve, il décide d'aller s'inscrire au club des supporters. Et donc il rencontre de nouveau Usami, mais cette fois-ci il accepte sa proposition. (Mn)",Shōnen,/imgs/mangas/again.jpg,https://www.japscan.me/manga/again/,https://www.japscan.me/manga/again/,Japon,,,Manga Again,2011
À venir...,"Drame, Surnaturel, Action, Réincarnation, Webtoon, Time Travel",/imgs/mangas/again-my-life.jpg,https://www.japscan.me/manga/again-my-life/,https://www.japscan.me/manga/again-my-life/,Corée Du Sud,,,Manhwa Again My Life,Shōnen
"Sur la Mythique Montagne de la Demeure, la Falaise de la Fin des Nuages était la plus meurtrière des quatre régions meurtrières du Continent des Nuages d’Azur. La Falaise des Nuages sans Fin était souvent appelée le Cimetière du Dieu de la Mort. Au cours d’innombrables années, le nombre de personnes qui sont tombées de cette falaise est trop élevé pour être compté. Aucun d’entre eux, même trois maîtres du niveua dieu, dont le pouvoir pouvait percer les cieux, n’ont pu survivre. Cependant, un garçon qui était poursuivi par diverses personnes parce qu’il détenait un trésor inestimable sautera de la falaise, mais au lieu de mourir, il se réveillera dans le corps d’un garçon du même nom dans un autre monde ! C’est l’histoire d’un garçon portant la Perle de Poison du Ciel, cultivant la force pour s’opposer au Ciel et à la Terre, un Seigneur dominant le monde !",Seinen,/imgs/mangas/against-the-gods.jpg,https://www.japscan.me/manga/against-the-gods/,https://www.japscan.me/manga/against-the-gods/,Chine,,,Manhua Against The Gods,2017
"Depuis qu'une nuée d'extraterrestres s'est abattue sur notre planète, une sempiternelle pluie tombe sur Tokyo. Depuis, l’humanité vit séparée en deux : ceux qui vivent à la surface, et des privilégiés réfugiés sous terre. Kanon, jeune femme qui travaille dans un petit café, fait partie de ceux de la surface. Sous ses airs fragiles, elle cache en réalité un caractère pour le moins unique : malgré la situation du monde, son unique préoccupation est Sosuke Sakai, l'homme qu'elle aime en vain depuis le lycée. Des retrouvailles inattendues lui permettront-elles d'enfin conquérir le cœur de son idole ? Rien n'est moins sûr… Car Sosuke, véritable héros national engagé dans la lutte contre l'invasion des « gelées », est de surcroît un homme marié… Kanon aura-t-elle le courage de courir après cet amour interdit ?",Seinen,/imgs/mangas/ageku-no-hate-no-kanon.jpg,https://www.japscan.me/manga/ageku-no-hate-no-kanon/,https://www.japscan.me/manga/ageku-no-hate-no-kanon/,Japon,,,Manga Ageku No Hate No Kanon,2015
"‘C’était juste mon péché de t’aimer… » Reine “Agatha”, qui rêvait d’une vie libre avec un être cher. Devant elle, qui a vécu les yeux voilés, se dévoilent les secrets de son royaume, cachés en secret… la fin de la vérité dans l’obscurité. Trahison et lutte obscure, nostalgie et amour, angoisse humaine et choix… Pourra-t-elle s’accrocher à la fin de son aube sans tomber en morceaux ?",Dain,/imgs/mangas/agatha.jpg,https://www.japscan.me/manga/agatha/,https://www.japscan.me/manga/agatha/,Corée Du Sud,2021,En Cours,Manhwa Agatha,"Fantastique, Drame, Romance, Webtoon, Fantasy"
"Itsuki et Hayato, deux amis qui ont grandi dans un village niché en pleine montagne partent chasser un loup qui attaque les réserves de nourriture du village. Itsuki est sur le point de porter le coup fatal quand une bête gigantesque apparaît de nulle part, saisissant le loup entre ses mâchoires et lui suçant le sang ainsi que la vie. La bête qui posait les yeux sur Itsuki était un cerf vampire gargantuesque... Les deux amis parviendront-ils à retourner vivants au village ?!","Shōnen, Seinen",/imgs/mangas/aka-akatoretachi-no-monogatari.jpg,https://www.japscan.me/manga/aka-akatoretachi-no-monogatari/,https://www.japscan.me/manga/aka-akatoretachi-no-monogatari/,Japon,,,Manga Aka Akatoretachi No Monogatari,2014
"Chine, XIIe siècle, après des guerres incessantes pour le pouvoir, le pays est devenu une dictature où les politiciens véreux exploitent le peuple et s’enrichissent sans vergogne. Mais peu à peu, une rumeur commence à courir dans la rue, celle d’un groupe armé qui organise la résistance autour de Taisou, dit l’étoile filante, dont le rôle est de réunir les 108 étoiles sacrées, les élus qui libéreront le peuple !",Shōnen,/imgs/mangas/akaboshi-ibun-suikoden.jpg,https://www.japscan.me/manga/akaboshi-ibun-suikoden/,https://www.japscan.me/manga/akaboshi-ibun-suikoden/,Japon,,,Manga Akaboshi - Ibun Suikoden,2009
